minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
24,Foghorn Leghorn,0.6213591006220569,29.057939149648764,15.919984265159894,33.7044527189365,7.233882891691541,21.669483409776586,12.332924189903107,23.680908736831437
24,Bugs Bunny,0.6178128854325529,34.921881542503236,14.940476935436374,34.31552294451782,6.218461684725112,21.528974257320105,11.204854693153703,23.74254994057458
24,Elmer Fudd,0.6094564477525295,32.105295129490486,15.709666253371603,35.427396941902956,4.599956904834535,27.050477334354046,11.087725575581821,20.051296156388144
24,Lola Bunny,0.6416171061554784,35.69583437541675,13.701261321355972,38.880613979361684,5.8108619631109635,21.30318427448471,18.48376839964943,38.944056271681305
24,Porky Pig,0.6044391598218224,31.588226850082112,15.42433036662485,33.22469310708797,6.166070093307222,18.93242835738105,12.649124781139268,25.35685488377388
24,Tasmanian Devil,0.6325018260875053,24.64457909093219,14.937471844787915,35.905325855897054,4.766225159320925,24.491327478187735,12.874818473418001,25.369920516902784
24,Gossamer,0.6259258002767712,32.06184122238638,14.633703888440591,33.76088159558133,6.610507087026762,10.5534322042789,14.926075730568083,35.62744168120851
24,Granny,0.6065259086066078,27.071840348667266,16.341114613842205,35.3375012504354,6.368398181469826,21.627789284018842,16.33449686236733,29.18241231343617
24,Wile E. Coyote,0.6226069715114236,30.883405994217405,14.25611653006168,33.252985728035135,8.269953092945519,21.62095879527402,13.392543432384512,25.82723431006472
24,Tweety,0.6098599265156432,28.148048552956155,13.927402998191125,35.37447982169062,6.679802705352344,22.849257461794185,11.404324632399428,23.16431769418811
24,Penelope,0.6125462797853203,25.690724511842767,16.05112064923923,28.41084102029888,8.54734292013082,17.029529860746287,13.669515046979093,24.00378339203103
24,Daffy Duck,0.6193095293759489,32.22534258776372,15.010201972763813,34.74037229024865,5.75549502697516,17.215874578211054,13.210161971576817,29.34980319335651
36,Sylvester,0.6133410037342858,32.33737000137953,16.550692050367164,32.19754810829177,10.274164997426395,12.086200475080773,12.212749770944907,27.299657522713037
36,Marvin the Martian,0.6038953003698201,30.227166004965227,15.354975424817148,33.69787198042464,5.859348910283952,27.21903345443657,11.799150358380373,19.278060559332683
36,Road Runner,0.6288827006415315,27.231790645152866,14.83119941908823,35.96058444149079,6.37127287082856,27.262464128329537,15.682637445173846,27.28844190216495
36,Foghorn Leghorn,0.6269270098611934,33.18502887528869,15.543423333015875,33.67425425787133,6.241900089941589,21.049844004706372,14.59614695241556,28.369696231830513
36,Bugs Bunny,0.6452790880601985,31.628087490245157,15.181883607042831,33.814963839161415,4.741153075422744,20.08609846972259,15.102822195258847,31.224200084432493
36,Elmer Fudd,0.6164408647910278,28.12990793718547,14.239972532311723,35.134666427022964,4.2452493559641,26.35327645152584,15.848274865842736,27.829108068136204
36,Lola Bunny,0.6121724437798952,32.90262665296583,14.532063601192222,40.31852241703723,4.247630664788474,25.57430260386883,17.18135408943421,33.33047305278659
36,Porky Pig,0.6157446211820072,31.17373257522382,16.649188480227235,37.26793457182367,7.057756834714497,17.726774743406025,11.995375469731833,27.316195662632
36,Tasmanian Devil,0.6059767385034975,30.44179769506649,15.320856547527253,35.375895781841,5.569718692893313,22.66841494483683,8.622407934768457,18.923803814874514
36,Gossamer,0.6161252198598356,32.747536151904285,15.215637932173863,30.938668129985814,7.188048774395485,11.178662869995536,11.718985028342917,28.138538355773658
36,Granny,0.6036915687073017,28.388404980990032,14.370526115030316,35.75246442076901,6.994924618761808,24.182282733571814,15.433951419253226,27.50525744300356
36,Wile E. Coyote,0.6129293341857238,33.812103290135546,15.34441970468665,35.74053140759871,6.619196626779036,19.721876290720868,14.915100970494716,30.153152060897735
36,Tweety,0.5945549879194022,28.032548558370245,14.054472550146087,38.61670090805454,7.170969320675146,19.869226262718946,11.487230373810078,25.990457345361616
36,Penelope,0.5965633540719896,27.974669979155532,15.802174480017944,30.570079226493622,9.49063225616667,18.783060350837708,10.582286260278902,19.141576252538503
36,Daffy Duck,0.6328563523273192,29.600956317975236,15.092856722310481,35.082231321452646,6.891885857118416,19.819814864103996,15.881096724552817,31.831230976613302
